date,city_a,city_b,city_c,city_d,online,tv,type
2020-01-20,1869.202360528968,602.8567306468736,452.99269208075424,362.06335350136834,647.4988847513372,889.2260269374085,actual
2020-01-21,2451.5226936492095,909.8384733265256,500.0516530527203,696.1070636731913,686.9721056739701,866.2961965125352,actual
2020-01-22,2119.7810945291576,575.2850319751658,675.5689464999704,775.970649777287,785.7654624270015,997.3532327038932,actual
2020-01-23,2184.791475669631,937.7095508891645,150.40799843587962,731.4729906057684,722.958874450766,965.6562207536717,actual
2020-01-24,1892.484506892258,833.5088340584498,797.5895840130438,609.0762160432905,898.5801414204839,903.8402721160829,actual
2020-01-25,2074.497786095027,514.632970351006,551.9460515206612,514.660391747748,730.3384457032802,1046.8312170260347,actual
2020-01-26,2211.284255178703,1065.1256904193754,453.78558427692303,440.27104710185637,721.6784316405815,903.3980121144062,actual
2020-01-27,1964.405292154102,684.3327687097621,526.2090045355746,858.0816301716882,725.6328043608152,926.3496273800203,actual
2020-01-28,2275.0207022842114,667.1892778137334,542.5186274268897,429.0457816449642,674.2533914998045,926.2100385750832,actual
2020-01-29,2084.797548517225,864.5460442243805,204.33782627315878,358.2003092478175,715.5514371335685,841.0865494591376,actual
2020-01-30,2151.39242547136,1051.6378789816117,854.829690970777,702.1837444447101,799.2451618978151,933.0826850537752,actual
2020-01-31,2093.9523823150666,614.7382916201286,566.5323166276797,408.87478862286025,728.9779467689441,1052.708415965864,actual
2020-02-01,2589.0637929462637,828.1675666845493,653.2850741159051,382.82861354293664,666.1578189081571,967.9471483838558,actual
2020-02-02,2219.9707145726884,897.8476698350285,758.1643047385901,283.75134791347284,657.6440765664955,931.5957083759038,actual
2020-02-03,2014.9335143432713,946.8350417773794,366.6352128935915,475.0551315659865,691.585867583391,915.1409446950898,actual
2020-02-04,2394.5301054890265,842.6541372199804,674.6956367118036,563.213322763709,728.9704404087615,960.3780325565716,actual
2020-02-05,1989.134408776525,730.4698721961529,530.3827846661213,628.4380277933984,808.0510574833384,998.9789965640266,actual
2020-02-06,2278.0915464859777,633.7751436235067,755.0371560521788,766.7236078992725,631.3657951043494,987.2314947800777,actual
2020-02-07,1847.1316184903994,814.6197808115804,167.4007822522279,686.3638655098682,703.5121605477871,903.4321624360218,actual
2020-02-08,1975.904207701271,580.0466050371992,578.1780791005856,544.1118990140761,736.7017013604556,963.4303434699103,actual
2020-02-09,2283.1166089575754,207.40669548479235,482.82276162387643,544.1141802109828,598.9405962659396,978.2945767033451,actual
2020-02-10,2393.366386568363,873.8083926468623,690.4503482323549,679.8963641654346,669.6481201923516,845.3524511225719,actual
2020-02-11,2281.600179130487,967.2040662385156,708.791021197014,841.5714942035333,681.107802218467,952.0407487065324,actual
2020-02-12,2225.5744273787927,309.54253559391697,475.58060144108634,608.6500715098348,673.6820738304651,743.2826502327873,actual
2020-02-13,2189.5847663469694,577.7561357255336,480.65912629816825,491.2239967121285,743.5322681515154,982.1280338839067,actual
2020-02-14,1954.9265288645436,903.9680009072104,612.5993360840176,396.460058185929,719.5608273348741,999.0308749106414,actual
2020-02-15,2107.2120328130895,1186.821696591512,456.45619028685996,299.9488325128502,692.6299728179274,1007.7791513207814,actual
2020-02-16,2159.3285063884937,776.401318721441,808.6007128453873,721.1126747007887,762.1573838586845,905.8457833047389,actual
2020-02-17,2462.882827844378,622.522185057507,568.5860488786203,698.8999106818767,853.5152302352375,970.1142151521631,actual
2020-02-18,2319.9125789789377,732.9328742090545,74.14130730457146,710.4336035087017,848.3479561719226,1071.3558460987051,actual
2020-02-19,1898.041906170097,1039.6460002997746,581.0799031924106,561.8649851760867,599.7059759556364,1071.3392683462132,actual
2020-02-20,2314.660664146814,633.8162751096155,455.04237909332375,870.8197059142432,775.3950528684597,942.3744570696095,actual
2020-02-21,2171.7570776462057,601.9462729571374,343.9053665089731,495.40589960019594,723.2383696955313,958.4387667656604,actual
2020-02-22,2112.0577116751265,665.1976742724243,432.2717664130108,789.2777181535998,747.260874000575,1046.782003026099,actual
2020-02-23,2368.1884122378015,568.7653479947206,706.4831574680787,589.2675861895175,709.2201876520217,812.6278186264043,actual
2020-02-24,2450.210477725913,781.4791428072382,954.6216805490163,473.24589704112145,746.0312040921041,919.5231831590678,actual
2020-02-25,2428.1746587863795,1080.9123542231455,758.6341605917597,715.4854469643323,749.0985177250413,1069.701340998308,actual
2020-02-26,2071.7384516961692,818.3726342952923,579.0617819511066,676.8179183914642,698.6733769855755,1038.168048751629,actual
2020-02-27,2175.1630221195073,702.8410610826894,799.2107470517723,669.1157119403614,677.1542716522373,984.5337399884913,actual
2020-02-28,2300.447240375269,693.8269132157193,622.2651639301821,614.3618973241505,709.1913022166361,816.6750835202442,actual
2020-02-29,2426.2637774357986,439.52139601086776,583.1323219040735,593.772248912288,757.6981485119735,948.6080790262954,actual
2020-03-01,2132.057189860154,927.988388683817,497.3411192943205,1079.553923836852,783.9297439178985,900.9076143375061,actual
2020-03-02,2187.2808742523202,734.6698607346055,383.04587868802616,837.8205423611865,802.4344284138103,984.6935012535492,actual
2020-03-03,1999.4562170424076,712.7665643558466,659.8324292339381,743.4515734607962,708.806698385316,882.9587983684607,actual
2020-03-04,1977.5891977386236,1388.2090211152001,777.7220663920124,625.0220050923472,763.9691197111916,864.3848944522854,actual
2020-03-05,2375.2469099801788,808.2658305019972,731.1665252346661,802.034107843933,812.1751814367309,771.7621250084723,actual
2020-03-06,2479.7123056641485,597.0706951152248,671.3210636758024,701.6529672353579,827.091642660089,1068.4624216479033,actual
2020-03-07,2189.603846003181,662.8828177906844,572.6752440791441,605.7322911442159,742.0817002107935,923.4206539701248,actual
2020-03-08,2400.080975057673,978.5222376511423,890.3458877896888,541.6246192744852,731.4347792542271,974.443120533228,actual
2020-03-09,2266.905262707347,772.6486862915161,512.7562381072398,588.996047245976,760.9786963685475,960.9985695173237,actual
2020-03-10,2060.6013203271004,461.7264968706214,934.9676564142683,0.0,667.8204768971816,866.0309460335551,actual
2020-03-11,2256.803791795943,932.8291906421929,582.9610251801572,641.6223620012241,735.4473342275145,849.6841579696626,actual
2020-03-12,2486.892412163619,617.3933939162187,641.0642353566504,505.9229262179422,801.8210478931192,873.4216386602487,actual
2020-03-13,2166.7503867488067,1126.6571672965954,503.83855772042585,922.6270097070975,795.3362990610591,899.7148405053546,actual
2020-03-14,2481.3541111298664,969.143846766995,702.5014819937666,608.47143638494,732.1812676945278,998.6945622312425,actual
2020-03-15,1638.8748269531986,665.6132145153041,1004.6595775883995,369.29341633601257,767.0402740761016,894.985410283145,actual
2020-03-16,2321.501049035976,1012.7336627994713,918.1684911553124,597.6786960016482,694.7744761796519,1124.684156843516,actual
2020-03-17,2168.7345891348427,769.9856561328994,1012.6444556619232,393.85387818574253,802.4444503757518,1060.8435932303837,actual
2020-03-18,2085.6460846871205,928.5871424889539,926.3791659244266,697.9490712873641,748.4524994704468,1042.0523594699137,actual
2020-03-19,2157.849783382176,856.3359293003585,605.2896032981744,660.4339413936177,735.2833983812703,959.4306987774165,actual
2020-03-20,1735.971657653346,593.7778350236906,768.1469462870812,799.2734879162821,729.9793314734629,1107.3852662148433,actual
2020-03-21,2083.486749096386,637.1481138362478,684.4461437623348,452.0195302886339,751.59742931701,952.3794931990989,actual
2020-03-22,2192.737410118366,972.2815371275497,1107.6282724888883,611.9436481767482,725.3485648547629,970.0864727261178,actual
2020-03-23,2410.75582732073,701.7374130242091,606.728108796091,332.5952800543071,803.4700125201795,989.0977085774342,actual
2020-03-24,2005.3637676001379,692.1325020891913,1032.5335100580792,751.2599835517346,730.4301516388674,1037.864073648901,actual
2020-03-25,1941.1489030276155,583.4676106419284,1034.61700635352,712.0897173121739,870.3074867219166,1032.9217271102686,actual
2020-03-26,1996.3254136710357,861.8608562311094,1225.8260728082812,707.5093159449555,862.0647352436966,933.7387249399857,actual
2020-03-27,2273.5962014927936,1190.861448662333,778.5815221624159,604.0354169344475,697.7919557101848,929.4305652516641,actual
2020-03-28,2150.12507154309,569.6835172493924,1010.4474803838623,692.5251252121058,765.7792988600496,1035.8912661436875,actual
2020-03-29,1972.3123304651676,789.5084489704461,1324.6737577315066,925.8713106825172,716.0540365064663,1043.571292550211,actual
2020-03-30,2174.8481234134533,1070.101189573852,747.8300685001731,547.6343343296182,739.4346705767972,944.6983987659414,actual
2020-03-31,2085.5913960499947,775.8251294262149,569.1961168155173,635.0174034599835,903.1699227351357,838.1530737289391,actual
2020-04-01,2253.947288933176,885.405941683163,502.8398587457249,389.62983086485076,742.170000801894,963.241551359258,actual
2020-04-02,1913.9213208251458,586.3386718022668,1025.071088671629,434.59087229371227,789.61582259542,1038.9173218943272,actual
2020-04-03,1982.9943954464402,886.881570139568,506.2594358557949,624.4558227719511,802.9924905805796,1146.1875161777803,actual
2020-04-04,1964.3911974470527,769.9098130455131,815.8646116102836,833.2015926080447,695.7559439261731,876.7837833893404,actual
2020-04-05,1744.4967173832983,1008.4646910807171,980.6068298883256,562.002947541389,706.6433167913557,947.1085872452484,actual
2020-04-06,2090.9211366317645,1049.6202172741548,926.345074454845,557.204830031743,682.7784340014316,951.3536794627161,actual
2020-04-07,2078.5254735519534,1336.9646956548215,982.4035253846129,532.160266237353,705.8820486271555,1109.322480548835,actual
2020-04-08,2022.0837160395847,937.2521050982897,940.1842708288378,501.6096261303795,569.0978923477973,985.0552649587231,actual
2020-04-09,1969.0285979867274,892.2894619049109,1156.6607400815294,672.9683298373847,807.4207680555539,907.4406096564961,actual
2020-04-10,1727.9042071624779,869.2888975419768,710.2363226248832,312.17788257094116,913.793568887925,1040.2825754629637,actual
2020-04-11,1922.0376870059704,764.1485046752405,766.9947553390721,868.5627916437736,781.047451732557,954.4825331963148,actual
2020-04-12,1932.976828787981,906.5975234145632,748.7712729248892,479.1258147737633,672.2611798461575,881.6051453977841,actual
2020-04-13,1836.5901363041341,785.6059601089149,1073.3112302065758,761.2839203867728,727.1056531970037,912.3504023451464,actual
2020-04-14,1960.4952383245384,880.3653362780933,1083.4635015415313,356.0748728359496,740.6786208482501,1149.6637758980355,actual
2020-04-15,2069.4580806683302,1116.5239393951977,998.178353384684,749.9376470929719,702.2690655950637,1029.0788299484516,actual
2020-04-16,2361.976901906135,656.7133486586511,1146.315377138456,752.618916756134,834.4127846876609,1005.0984049907288,actual
2020-04-17,2015.9506552599826,1090.1713759699608,673.7782424340731,694.523409585285,831.6182031062733,973.8095637769158,actual
2020-04-18,2029.0510947620512,1131.8154095642349,1246.4329606876986,424.25927244323776,694.7183744327639,1023.4933957906919,actual
2020-04-19,1959.3750140353113,846.5376893001927,1212.1609234373373,665.1603507902112,827.0556731113255,1023.3212351402245,actual
2020-04-20,1587.4567952997531,451.8982387130606,1057.6921129565733,383.79546744471827,883.8768864504086,1025.2951945386594,actual
2020-04-21,1963.084860280907,758.2865582745478,1264.7349005431706,567.3924245793746,910.8790743660693,1010.2360581249977,actual
2020-04-22,1977.845808254848,1145.2426699384541,579.5185879773358,828.60678187277,978.9648416160173,1078.9918504474995,actual
2020-04-23,2456.1013063513465,884.6851422909583,803.1183932144357,779.1345731421469,715.9605145389762,1003.7793911400659,actual
2020-04-24,1922.8799151576764,693.6715947809431,759.6949447928565,622.5168778482395,977.4954298476641,914.5855048002626,actual
2020-04-25,2019.811687539227,798.9164706532711,1053.8117398216184,430.4614237394688,755.7055528043849,948.3819398189219,actual
2020-04-26,1950.9652962094488,1070.82990515952,695.1326897670365,750.0424778829074,739.727418123364,826.2883175859259,actual
2020-04-27,1722.8368744664767,1015.7447834332722,1053.9293846225064,622.9677894262268,804.7950662414491,1187.7135404438152,actual
2020-04-28,2184.0649996792545,864.0967861046973,1177.31670816909,158.6816165694922,741.8557066134891,1083.8479132757418,actual
2020-04-29,2105.081479589262,844.2140881088434,1043.3887942529655,783.6797739216195,811.2330898452568,932.3936554383687,actual
2020-04-30,2112.365170453476,844.5256049400846,961.3952724598568,625.6639369572805,691.5945968583889,982.633963554261,actual
2020-05-01,1772.0172875437515,741.5997167707978,703.1477138929365,868.2322704975134,767.9873178555597,951.581117321421,actual
2020-05-02,2234.4639692347473,1254.8044103947248,732.2983331372387,413.42020911046586,875.3907564053176,1148.6292490236706,actual
2020-05-03,1673.821416495289,868.9791977769709,1144.669186410108,0.0,782.1057095998191,882.9110552156164,actual
2020-05-04,2072.1272438133474,1182.1252266258507,1050.7771513884886,685.3402782745823,796.7117050717917,1021.9028452936901,actual
2020-05-05,2393.689916834105,1247.3867353134303,885.6524707249011,689.5231072769488,820.7681023302118,1002.7324941691637,actual
2020-05-06,1758.6139750744742,1147.1701805707205,808.3748279168456,294.85836467682924,870.1463140522362,1087.8154767638202,actual
2020-05-07,1844.8639491797953,865.5234419536717,485.26276987777754,439.1865211144201,673.0342701467397,1004.9391695047774,actual
2020-05-08,1979.735767565723,1037.2669198713454,675.4611660424403,1189.0857030706543,830.5166836286204,856.9612011010108,actual
2020-05-09,1861.0716586954795,954.5338208844819,1267.566590927756,574.8855880522307,771.5302602530766,993.4993948821804,actual
2020-05-10,1653.8738586914005,783.1208987032804,628.2163951753704,785.3610499747925,802.6646526718287,929.5054003851008,actual
2020-05-11,1980.236135535596,1032.3658787236486,919.6324548418118,509.9320426284069,865.8965118833664,1025.0621591900906,actual
2020-05-12,1756.8554303202513,734.5304084863986,1079.2070569095729,220.84530203264688,708.8069344011709,1147.8759332868294,actual
2020-05-13,2067.100943937813,1212.3157147256734,626.0533835562461,608.8117915493666,722.2148890989838,863.151728019095,actual
2020-05-14,1791.8351850484785,885.355829947768,911.573090548048,591.2098553611336,658.3199028200336,948.5799538140087,actual
2020-05-15,2289.313038342219,1021.9156455829409,1059.7881968877907,565.8842311863447,756.0588740765356,971.7576341594853,actual
2020-05-16,1826.5470664333332,1041.8567239213774,872.6855123165357,625.1512836943873,888.3302641065172,988.053201412811,actual
2020-05-17,1922.9189551596908,936.6699123041383,1441.5170256361203,702.7291381863333,787.4588968068571,1089.911309769472,actual
2020-05-18,2154.4263630254354,1108.375444718658,530.6457786719706,620.0272338187816,702.791257304165,1008.5810024194752,actual
2020-05-19,1750.19565000514,900.7374266566043,1077.0549089823494,404.0976941516086,763.3024878797466,1062.5222453148401,actual
2020-05-20,2046.7554805410082,1170.3915827377966,823.3926219044185,748.5762296194758,693.8496807556564,969.6804260641401,actual
2020-05-21,2267.8315207692053,730.1177036085703,1010.762999919216,264.6104222991195,719.9369728788188,1047.5931910876145,actual
2020-05-22,1690.2850668111903,1030.6976615363344,949.1782871253802,256.748437356042,826.6173237184599,1097.8017867789943,actual
2020-05-23,2054.3209377590692,1391.868426653323,704.198984744886,805.066202452411,717.928867158578,962.7930405236621,actual
2020-05-24,2075.2110039253575,806.0487763708147,893.5667115194103,759.5818543076092,878.6844013642311,1099.9222307825862,actual
2020-05-25,2185.6609286765156,874.8696588065683,477.95797786305997,654.8885761464013,796.5215796418764,1035.213549185481,actual
2020-05-26,1788.1832491100708,1112.469255936265,962.1907315518789,380.79766590712444,808.1916292761168,1125.4914216434029,actual
2020-05-27,1777.9674338593886,1049.3900035039783,902.5206649417133,525.8137232018001,783.4138922674474,1014.1722089930724,actual
2020-05-28,2153.133675986859,1087.7867938076356,973.09120296217,624.0004748731361,857.6993486980606,1067.5120189645888,actual
2020-05-29,2115.0227803831954,1113.47400088807,1047.3592665844976,348.3360507290566,859.1211921443908,1030.4454391489323,actual
2020-05-30,2112.7911430128243,1143.6697519032086,906.1993584998223,520.461058411656,828.453804633852,1026.3408964163477,actual
2020-05-31,2139.227297403938,1240.532485416089,861.134443484576,802.2689780587181,845.2352374135353,1059.203738540312,actual
2020-06-01,1941.3480142648318,1104.1956403858364,658.0411157518047,966.5680953387111,791.5537231055702,1085.1126722302413,actual
2020-06-02,2131.3808522184872,975.3056336714632,690.2798397285471,600.0334829471324,845.0542104836334,925.2391579268395,actual
2020-06-03,2151.2750204877543,1157.3899769837228,1064.8913896870495,832.4617598981389,784.1485557168335,1167.6270247936088,actual
2020-06-04,1957.6651108464216,1404.8592747300422,1115.3826734618403,304.1157196136085,808.6562135513682,872.1303263505181,actual
2020-06-05,2481.7006189136914,999.7314574623182,780.1768132326056,823.1347124110328,789.9749375443591,978.7669101234993,actual
2020-06-06,2211.4488885365085,832.2743545026578,836.1578101772758,533.8598651400446,777.8947022476563,1032.8157836311589,actual
2020-06-07,1886.675096423115,1246.9446429176974,640.431286125708,752.2484726289662,762.3621741594746,1079.3120372177352,actual
2020-06-08,2264.607390938805,999.6367893129739,1050.3646020153537,637.3101449461647,844.0383072701219,1184.955527496724,actual
2020-06-09,1946.8189211893264,590.7578452212903,950.537062347676,957.6465281836062,903.7424138969425,876.7537660597403,actual
2020-06-10,2307.7186717987256,1195.1278083315988,1205.2792526641845,522.1335422304833,894.6771380168691,999.207528444926,actual
2020-06-11,2390.645349493338,918.5640601457724,640.6199881216315,825.3324079608865,725.4404264838195,854.3849860980661,actual
2020-06-12,2003.4822102372673,1007.2746008526225,739.8618674428003,646.4206765568385,904.3442135984811,1049.5459776519224,actual
2020-06-13,2369.0441759559562,1092.628279048081,863.5306230656765,676.8887522577578,792.528904886745,1072.0515226050027,actual
2020-06-14,2267.7230478244965,1063.897395888504,946.1467430156441,674.5614435054187,857.5513110601914,1191.6716167954128,actual
2020-06-15,2358.4141789655287,1165.518925023455,770.2551474778974,540.1821380228923,752.7649267566953,1060.257128480411,actual
2020-06-16,2582.2230864903786,936.9483051196235,640.9082161355583,712.6360624775957,826.8385939711803,1144.2622616498143,actual
2020-06-17,2162.6659190181576,1124.9447773736322,990.0146282024093,703.0368434487597,839.5606228027835,1103.7453373385154,actual
2020-06-18,2069.8817006060017,969.0145187745193,957.2344125006991,765.2713565719099,714.3776645656243,1012.9276622695348,actual
2020-06-19,2051.6074008966602,1168.2986135257386,631.446418873366,738.788618287411,861.5787016440933,926.1935327887164,actual
2020-06-20,2075.2151761276596,1141.426455040289,1084.2832296681675,881.3223740004644,913.915450548682,1078.650206846263,actual
2020-06-21,2231.7990835643036,831.7846614860894,1051.5224267021158,914.7199033188388,808.174643802286,920.5108184569171,actual
2020-06-22,2324.2569484296105,1230.9928462192454,837.8237985795051,511.74088317821753,916.311769157961,1172.268636540268,actual
2020-06-23,2320.1265176406823,905.8369434483295,829.3644376471276,900.7225135704819,808.5214554583314,1042.0144108166858,actual
2020-06-24,2438.93129397461,1173.2330608382379,925.8292824939349,493.19486276848056,881.9709171732632,1165.0659670360274,actual
2020-06-25,2284.735676190641,1083.7450712732311,644.768116542328,852.053585865879,667.900102383423,1015.180700928084,actual
2020-06-26,2581.407112761708,1376.7537231253373,825.8962045699802,863.2309450349181,993.2144445519424,1083.4965707760894,actual
2020-06-27,2246.2483620565213,961.0369951087442,388.11912565613903,355.44965831249846,929.2820771670071,1079.041397160122,actual
2020-06-28,2851.5976324114927,932.2833455828,992.5495775858277,754.412760896342,805.3762147022425,1057.0460293790168,actual
2020-06-29,2440.9763199929635,998.2548711631075,511.1161211265672,651.1985203241042,687.9537681349327,1023.0606437943068,actual
2020-06-30,2152.5758616170624,939.0599650017855,1125.7196967207637,595.1566680031219,846.8619857813842,1098.2210416623468,actual
2020-07-01,2117.869518460211,1154.5539663471423,755.5838592572084,1011.2512454946983,726.325211704837,980.4453062865114,actual
2020-07-02,2436.4500950440624,670.734365356003,785.286307531812,618.406347563666,859.2397476290242,955.8508203936848,actual
2020-07-03,2303.028610842506,779.0975479493644,701.2058957338708,585.3396043320184,857.6096003414997,1177.4544203994144,actual
2020-07-04,2498.135997562818,774.5586249772548,773.4712282282885,766.7457717655288,763.6017781698582,1131.9451190002892,actual
2020-07-05,2457.438754272176,1175.2429201751477,1116.953529925783,890.2080003626794,908.6676916530064,1073.3302447742017,actual
2020-07-06,2355.5130259091134,1326.262106911517,341.9227809715672,732.0756685813125,887.2902291964322,1218.1628144289402,actual
2020-07-07,2207.831776528869,959.7537380363422,1096.4734266438313,993.7616611360855,899.9076336101995,1045.101103314764,actual
2020-07-08,2081.149050417306,942.6291169865597,909.0273541484364,864.6142605150491,832.9200392568226,1189.143289799008,actual
2020-07-09,2301.5521322385075,989.6827227561861,607.6618531073436,331.3910906593033,733.9133153160406,1086.801667643324,actual
2020-07-10,2568.672817744655,1202.8133300475827,632.8516212499866,656.2930977263203,902.1510590547796,979.6724324931248,actual
2020-07-11,2446.5439881907864,783.7815508503838,1190.3578220560255,657.1811906427058,815.4740020604946,1239.1236172593765,actual
2020-07-12,2160.697131995202,1012.809074703343,667.4864322668774,864.0365496433446,737.8153899765132,1162.8639761961676,actual
2020-07-13,2450.381710528502,1157.6323319210185,630.7685054455128,246.56801860164322,930.4427556182028,1063.7081072091391,actual
2020-07-14,2498.4844562697626,1060.6781106967676,1094.750349381506,1285.9394597160695,983.4585264351756,1140.9454133580555,actual
2020-07-15,2250.0939088117784,995.3820087123815,939.2934195539638,884.3639574948292,834.3126309714557,1040.0666909401884,actual
2020-07-16,2462.8182606124656,1155.4777507049525,690.0390183164096,812.3230888874988,989.0384808222304,1151.9234131553587,actual
2020-07-17,2448.681052166153,410.19366905393696,922.6670291833667,1016.5181270039238,844.9920310027945,863.0029291244437,actual
2020-07-18,2213.1646800767544,1083.803596031503,679.6680417133473,1251.987514988137,812.6680867083554,987.3178799674866,actual
2020-07-19,2517.784486574798,813.6831685025026,1108.3329048793858,957.0303917554613,795.8679082070166,1168.1333769858265,actual
2020-07-20,2562.596871357933,576.0250365938305,1106.6562927827663,976.3301794785501,955.295768559492,1058.4310015602973,actual
2020-07-21,2671.0040332662843,1041.708173377349,1006.4040739298919,815.2752835477945,786.789928302856,1100.4788065399869,actual
2020-07-22,2668.845433331177,1210.7503676049746,976.4928641800192,760.9854513225364,893.5688516982491,961.4892904096109,actual
2020-07-23,2185.976727470029,903.9478369053863,1258.3442450190475,690.7509961035345,803.6585315458553,1249.9080296131892,actual
2020-07-24,2277.102802760047,1121.312726675474,915.7902222800894,628.7979085143622,811.2785266197945,1191.647667934591,actual
2020-07-25,2570.5613724776717,1250.4375075241394,685.1346948418122,658.3897756008968,916.3174785778697,1067.3383303462203,actual
2020-07-26,2572.9253617989866,1187.1819473996952,1015.0149907854573,524.1884273558102,818.2974207597453,1049.8773728823007,actual
2020-07-27,2575.517332748451,1248.9056982851887,1346.926265185189,778.9219327112316,817.2643234405795,1179.8643925277725,actual
2020-07-28,3245.118299293038,1069.4774691280234,738.1904771300735,467.02061212979083,925.5963288022365,1266.5223405152035,actual
2020-07-29,2590.5380864579297,932.5990064369456,872.880720338816,840.7289977802207,958.8178105255137,1174.8384230230217,actual
2020-07-30,2704.984454953989,593.9139360398735,1033.1107059280523,794.63056370265,892.8282862298963,1285.3622400656943,actual
2020-07-31,2669.9063504757123,861.7772791961227,943.3980301253853,830.0401610383972,802.5661157063236,1007.7883803844275,actual
2020-08-01,2610.34260287889,740.3261657113543,764.6007550987581,698.6204550560769,813.3574050491694,1017.9551852551089,actual
2020-08-02,2417.693284637353,1343.0432490297283,1196.006914792899,1426.20790485432,855.3940684618026,985.5952993751986,actual
2020-08-03,2632.949312214862,870.3561058250834,1439.7060192662289,1080.7480429195657,872.965104334796,1133.2584584684532,actual
2020-08-04,2326.7258246588362,927.4223757115675,1020.0015931847626,559.1035914163002,782.049386290216,1110.2043194823934,actual
2020-08-05,2433.791503560196,1012.1721649824618,808.591785394129,859.0869060405729,902.5126557705904,1081.6243988875212,actual
2020-08-06,2383.6781026293465,907.4058615244754,683.5244729071921,688.2288405008541,858.5859330747719,1169.0332765310968,actual
2020-08-07,2496.4551052567554,1238.2499898500728,1056.1452762326317,615.1378936578876,733.2004176953309,1208.0095744693197,actual
2020-08-08,2942.07835396182,772.9095168503695,1231.6701269997322,550.8027224600761,788.9751462277488,960.6903831641843,actual
2020-08-09,2104.500251596556,933.0011709074618,1108.9616506933942,900.9995765615772,819.4109928443836,1045.1725174888998,actual
2020-08-10,2613.7560153908407,743.9985264217561,1019.8207075336379,678.9613956640105,850.2999617811262,1173.6129234710754,actual
2020-08-11,2152.2596375416024,625.192352978207,905.1849748120693,1003.9725303278374,988.3495156852797,1058.6035184527277,actual
2020-08-12,2378.467882255312,766.7949353223407,813.6094191969119,1013.6830320217682,873.4719914297739,1029.7614531277661,actual
2020-08-13,2688.4532356679747,880.8234108172705,1206.0131267894337,1091.217339057908,798.6459677070962,1194.1683684885356,actual
2020-08-14,2481.090545700548,802.9121677780668,1231.5035302981805,651.4352040879244,873.6441563015014,987.3449937248417,actual
2020-08-15,2250.0250564649036,749.0239926769538,745.411731074354,916.6287802517514,834.2538576782283,1077.1578172988006,actual
2020-08-16,2319.6265894218777,604.5547736834252,1377.2067049240293,945.990550620767,882.333076767348,1134.7779623224328,actual
2020-08-17,2595.5001704283336,869.7248617804436,1182.8828231334542,728.8326858740033,900.939738092493,1054.4562077480894,actual
2020-08-18,2310.1869829838256,585.7882938609375,1356.2375770963693,672.6250786735135,945.6461453056756,1177.4840090411858,actual
2020-08-19,2496.0248435605886,1038.5041130360657,814.5847848937664,1149.8791411025627,859.9999453030982,1056.7010722322368,actual
2020-08-20,2458.1204556641055,900.4311836562837,811.6007035096663,867.0969462061261,977.1272369319883,1235.5757544101327,actual
2020-08-21,2314.7664240294694,594.2233570051412,1065.0822191831362,954.9890047506706,926.6615863775334,1098.3828332253804,actual
2020-08-22,2869.7707290788503,822.798202458543,1199.442098232425,660.4775987128991,814.2792318631468,1171.0143123034818,actual
