date,city_a,city_b,city_c,city_d
2020-02-18,9516.219439676,9097.308907537881,8778.709576842788,7450.352936420927
2020-02-19,10123.870384612062,9003.421354852147,8784.880987887536,7653.856365881758
2020-02-20,9716.360033121551,8826.315702933838,8350.54934898237,7207.657748492339
2020-02-21,10029.496826178198,9044.580290105825,8370.584861597172,9135.100960692063
2020-02-22,10004.468155358509,9636.18350860772,8366.999317188687,8531.978033928917
2020-02-23,9885.918942453387,9152.699314691987,8256.169848844042,8557.021182186449
2020-02-24,9782.913596276456,9709.996537350115,8624.719292290669,8382.973978147587
2020-02-25,10211.715684065679,8779.647786463425,9575.256575555037,8669.47739520652
2020-02-26,10895.489645974098,9327.671513715064,7937.504015861995,8397.374991732027
2020-02-27,9390.746660696967,9114.62078167437,9778.820415032164,8475.672056643596
2020-02-28,10997.41530092384,9131.283225538724,8645.082221326114,8313.477036133525
2020-02-29,10159.551550200149,9464.02143144298,8409.152716096529,8006.2451917166745
2020-03-01,10181.368206449384,8961.949868323252,9080.684817591573,8459.553403912338
2020-03-02,9615.63490018903,8849.824688840963,9344.480234388478,8603.218726262961
2020-03-03,9593.786105667405,9248.077870523677,9310.423640388679,8425.67557438051
2020-03-04,9717.89422826936,8642.907836320348,9190.44111352097,7581.4238362463975
2020-03-05,9719.812896134721,9180.289564516876,9493.432672734345,7687.3187928255265
2020-03-06,10313.24200423795,9034.079744658398,8135.6894619579925,9002.380590292347
2020-03-07,10001.137184482843,8517.459193212953,8561.383218111074,8191.222168042502
2020-03-08,11248.609431199702,9768.700860091189,8640.437221423135,8637.179556255836
2020-03-09,9682.130173786065,8626.860453031064,9455.126264948103,7801.888470566204
2020-03-10,10077.060296880874,8768.330703913682,8868.351150143659,7333.364476372466
2020-03-11,10299.036747814282,9270.41906846538,9305.607788821208,7856.00958072721
2020-03-12,9852.53403483066,9692.293316741852,9157.206108040751,8185.632327595114
2020-03-13,10600.18931235955,9356.58838547231,8357.744446483664,8135.4036104187835
2020-03-14,10209.339147430523,9862.66910695248,8649.127604830503,9075.10432588133
2020-03-15,8615.183688285657,9485.567627204087,9851.571584092668,8350.738162197546
2020-03-16,10522.604820762272,9430.796476751233,8922.611511856527,9354.095723010698
2020-03-17,9651.306184586321,8728.588747970363,9462.758230353955,8554.896004099133
2020-03-18,9620.075127510932,8616.72633716952,8960.001702264735,7240.123042220117
2020-03-19,10500.417810407704,9325.791424194738,8867.296746456035,8946.644646247063
2020-03-20,9712.516359118204,8801.519333705672,9085.650025655703,7770.747465388046
2020-03-21,10478.18533294186,9456.356544665563,8609.359841887368,8463.412295275977
2020-03-22,10769.129651112718,9648.009270944336,8897.847481051936,8019.423351679921
2020-03-23,10038.39564658616,9078.806990105635,9206.822995628174,9392.012690867148
2020-03-24,10534.17257516042,8540.682757576029,8924.034258032947,9195.743080411372
2020-03-25,9705.44855818268,9310.394680120578,9058.265498745843,8133.805565238426
2020-03-26,11208.364901145647,8719.496254695774,9172.28572904829,8411.896493571945
2020-03-27,9876.129758250116,9123.309635162343,9245.296815009251,8544.111491551019
2020-03-28,10738.783226718608,8700.259158000688,9895.603004273931,8929.86546577733
2020-03-29,10522.278969485336,9158.77046748065,10493.352545542668,8614.78001155427
2020-03-30,10342.693826496952,10011.10503577334,8934.853312461253,7920.374077853986
2020-03-31,9859.789022875864,9291.352024208752,10074.511208026554,8045.686772383106
2020-04-01,10161.565748904433,9073.242549052813,8340.794620885163,8342.341417843063
2020-04-02,8985.973159419475,8352.581493416636,9824.816415893321,8994.200437589589
2020-04-03,10185.769187045833,9549.593140234412,8640.41898508585,8704.472533242088
2020-04-04,10180.32297522622,8780.76943543843,8644.262853714976,8091.041169477097
2020-04-05,9929.206882748436,9426.371192202425,8926.915109724585,8747.017980769255
2020-04-06,8565.326512387624,9300.920577006631,9296.159542262612,8218.25194214154
2020-04-07,9507.085834975043,10214.392450856822,9728.622464994605,8914.482018191595
2020-04-08,9663.5928319064,9437.474044308632,9683.837325440461,9651.977333123772
2020-04-09,10236.889259696778,9436.669855895278,9093.428236421103,8269.831735563595
2020-04-10,10080.109725952752,9662.53702425222,8772.820662577302,8768.98245964409
2020-04-11,9889.50800077346,10316.667101867399,8716.744024798483,8142.890805481181
2020-04-12,10261.701544455764,9724.63679647053,9031.497193722673,8309.939322681592
2020-04-13,9416.095493925257,9210.348683655731,9288.583839857472,8490.55790338229
2020-04-14,10320.238413618601,9360.393389555154,9083.704927375835,8339.75395043285
2020-04-15,10346.948733573416,9278.492552219268,9627.578697529334,9746.211314102326
2020-04-16,10578.405444009995,8839.540019636357,10767.016926163202,8406.161810631169
2020-04-17,10118.777870136164,9228.061373960489,8985.921448350447,8809.078210403122
2020-04-18,11036.191784992168,9231.90606373199,9387.549990880181,7453.869129569248
2020-04-19,10363.588674826779,9813.440013900006,10009.165890204818,8717.349941050094
2020-04-20,9344.204610917233,8554.100124478473,9327.661316893718,8965.224355185517
2020-04-21,10156.547520387468,9874.71750002716,10106.510900758452,8190.45892794443
2020-04-22,10519.563762383093,9935.669980899313,8901.70738134643,7341.166587464005
2020-04-23,10088.690294814442,9427.166234705204,10126.403239597448,8542.359864850087
2020-04-24,10738.777513217628,9275.966037342037,9354.791825985989,8485.81231058663
2020-04-25,10283.68621797333,8960.533946731268,9081.851343828908,8745.143340697128
2020-04-26,8866.833045699903,9553.267073138431,8832.206616210653,9438.210080994086
2020-04-27,10080.398256650513,10103.318212147613,9227.255545562417,8365.825898973497
2020-04-28,9937.908624845653,9082.653689035611,10304.660784133332,7902.980026447838
2020-04-29,10469.927399225026,8608.023025933528,8914.694164422555,7898.469619231666
2020-04-30,10636.679639302087,9670.774899615348,9111.015856031912,8570.54834817895
2020-05-01,10054.380513590737,9379.487237955873,8906.059364932127,8781.7188715375
2020-05-02,11097.909198477162,9104.260827192016,9198.397911399896,8209.51362173399
2020-05-03,9771.943276348178,9051.603935041267,9288.14678381631,8546.538387105591
2020-05-04,10415.183353410594,9230.625389010476,8786.068757678864,8683.434032838068
2020-05-05,10800.291392679948,9436.496303228685,9208.645268139686,8529.440113110093
2020-05-06,9991.623451456202,9602.46557956456,9250.683090894723,7930.312933339881
2020-05-07,10275.933104798423,9293.380574163175,8587.468791159812,8098.707980832999
2020-05-08,9759.878979465953,9183.983471316566,9327.627994259936,7390.626497156429
2020-05-09,9767.395386536664,9113.907120682965,10004.317615144548,8605.73827169377
2020-05-10,9150.729083539372,9183.367432462524,9093.707630394865,8502.940552230224
2020-05-11,10137.357602188724,9568.701415489024,9419.104313054164,8538.667015290372
2020-05-12,10003.997439074452,9118.40242001274,8392.818563656201,8588.31249365617
2020-05-13,10611.322581296794,10103.574943662537,8857.559032751664,8539.731258053103
2020-05-14,10262.68308989107,9638.915016894107,9718.810310650199,8335.31630891354
2020-05-15,10078.546946318698,8704.677491419057,9220.17448759798,8444.560851856348
2020-05-16,9453.67229742069,9820.936413205582,8979.29772868536,7745.848755315005
2020-05-17,10241.258124303973,9814.02584697305,10973.004454248823,8231.806510438106
2020-05-18,10678.271305186754,9323.436674498731,10042.519432904788,8472.386838650295
2020-05-19,10284.241635426939,8697.745042857468,9646.14489970741,8008.116632945351
2020-05-20,10564.912675890742,9578.818899018905,9819.413813159885,8879.959843163586
2020-05-21,10097.810560301412,9317.396256708313,8269.087683863885,7994.323129285092
2020-05-22,9669.663755942647,8903.350858800668,8994.801327634785,8404.234385196018
2020-05-23,9661.440517997164,9019.851077201498,8897.06907665699,8500.137520185624
2020-05-24,10129.585706945789,9453.074906771657,9178.169308600509,8915.681306285085
2020-05-25,10152.772263060928,9242.721514506553,8667.97834051162,8916.223118487305
2020-05-26,10058.164371375762,9329.55544268211,7970.980172070358,8727.984101893382
2020-05-27,9790.462120057864,9477.335366728234,9451.371802372447,7306.868481382551
2020-05-28,10068.564228401634,9054.905147014091,9652.18567218803,9041.585548728419
2020-05-29,9776.961147970722,9417.615422413804,10253.143800804972,9095.328769363938
2020-05-30,10636.922619021516,9923.279638825503,8957.3158989015,8127.211460119312
2020-05-31,10251.289167075996,9585.452301543428,8869.454468211045,8621.450564102186
2020-06-01,9974.612151947735,8821.75907484211,7755.417972198561,8142.352089733288
2020-06-02,9760.354398221582,9266.813876833367,8856.331124930268,7428.822103226968
2020-06-03,9529.242814172561,9115.128021632328,9845.080250246538,8195.876056839197
2020-06-04,10692.388475330512,9957.137117439795,9135.426588313056,7979.732462909649
2020-06-05,10648.903813762461,9775.492881126154,10308.39229786039,8278.44490654023
2020-06-06,9445.388910967562,8553.213290416546,9070.24908518994,7908.678214886474
2020-06-07,10393.324374241072,9981.082821692791,9096.779551040496,8090.663857373308
2020-06-08,10702.129051414571,9016.02628175342,8694.234625406827,8483.569700174326
2020-06-09,10126.783949524859,9934.142587688866,9445.537082915751,8094.729861772547
2020-06-10,11074.27380540783,9504.594829691487,8575.94666843837,8666.673534739024
2020-06-11,10410.956352890102,8718.165995670246,9410.992695102423,8738.782129026871
2020-06-12,9439.438025554507,8876.148595367073,9452.0585648979,9617.90864860971
2020-06-13,10476.132042354333,9688.103121651297,9851.839484327147,8995.887825517417
2020-06-14,10438.500017391034,9374.336629974436,8812.323229711783,8606.357177088006
2020-06-15,10007.27052952813,9537.95456989199,9213.239774288653,8054.057243326913
2020-06-16,10800.290357275251,10281.49272171098,9301.887383605566,8607.362208910377
2020-06-17,9448.841982562371,9212.432704940597,9485.224489258346,8610.94799108407
2020-06-18,10579.039070452558,9441.392120225804,8828.696689598843,8160.145710084445
2020-06-19,9633.342204550594,10246.750304170373,7791.135194614102,8772.346624003714
2020-06-20,9630.982446501263,9766.465496877281,9536.236304066424,7807.731038820166
2020-06-21,10109.658066266566,8536.769071679064,9289.989950081022,8337.838084116895
2020-06-22,10529.441775317726,9883.05623003369,9001.07312000633,8692.166655510451
2020-06-23,10367.55555229349,8819.618292204195,9548.05287058465,8321.835793579145
2020-06-24,10033.723764107424,10295.870150344379,9249.815472336008,8286.02797899078
2020-06-25,9973.778779595725,9055.198530402939,8298.252407989368,8338.35917560651
2020-06-26,9993.4545675021,11305.538980402878,8174.545480587259,8087.340194121675
2020-06-27,10190.39828141759,10245.040794536322,8161.235546656631,8865.340744288513
2020-06-28,11177.326056795438,9003.176326091181,10331.039203365739,7883.95202194895
2020-06-29,10395.950907078734,9340.072896096446,9157.587040630253,8493.039029697653
2020-06-30,10648.842871501833,9734.789921224095,9385.251437089875,8556.752322370816
2020-07-01,10804.21277080291,9830.412611655798,8970.578999171234,7965.297232053335
2020-07-02,9990.912115498017,9368.099183734354,8906.085412287994,8360.366867811017
2020-07-03,10163.594675589857,9759.509688256168,9582.520458269437,7908.604648272797
2020-07-04,11430.713122808,9022.389350616195,8763.53577540412,9096.605208517549
2020-07-05,11156.756573840577,9265.574045574835,9639.650289516398,7893.237407497978
2020-07-06,9517.713335842338,9493.934007057549,8619.000027791166,8123.355855960182
2020-07-07,10426.080730690139,9896.63694651292,10194.877112556816,7864.787821903098
2020-07-08,10082.292470982311,9553.784440295836,9603.584789096165,7808.521867632542
2020-07-09,10520.5519343509,9441.024099173033,9507.998116747713,9006.23441638349
2020-07-10,10025.167964501226,9901.09739074673,8541.747764784166,8540.463281368326
2020-07-11,9951.946234064872,8264.828269331403,9894.214498328356,8457.88528571649
2020-07-12,9790.372944245377,9451.14530778096,8858.039595719843,8088.382680796874
2020-07-13,10019.09346661846,9573.519383767098,8922.920151573326,8623.0028865544
2020-07-14,10872.218422434422,10354.473689701308,10126.787461574546,8165.153888974692
2020-07-15,9636.004906553448,8613.538364619988,8692.974917656047,8830.59170777417
2020-07-16,10079.403931014549,10313.773182294237,9147.68222161624,8006.951338705193
2020-07-17,9416.254314247817,8927.150284907106,9274.6322415305,8058.142851894339
2020-07-18,10674.458465701133,9447.19354592771,9181.245474387522,8904.061566634802
2020-07-19,10973.843633831615,10005.457117555881,9065.076561849108,8945.599356941828
2020-07-20,10296.588779102616,9255.266125455279,10431.773904425423,8771.567078675087
2020-07-21,10346.225736712924,9410.11738835385,8664.1277799518,7881.780550101885
2020-07-22,10780.067678521902,9576.526505451922,9974.686685876233,8099.396974463973
2020-07-23,10946.718536750584,9089.78370723736,10138.888716263356,8457.911032706716
2020-07-24,10365.912528560775,9400.765269598083,10230.859292858237,7889.221461475383
2020-07-25,10032.045186361005,9202.269128088887,8193.186599331057,8963.310826289673
2020-07-26,9586.870548585563,9524.867373898953,8724.721371924246,7011.4541474047655
2020-07-27,9893.166029489143,8484.461362792563,10317.184115015376,7971.434241622892
2020-07-28,10978.277313869497,9784.46735585939,8251.75424187072,8052.956787143477
2020-07-29,10307.86649456037,9325.806716897845,8342.059571448623,6959.363199642856
2020-07-30,10690.730490109534,8892.087689178212,9048.514937472735,7728.15827779882
2020-07-31,10225.289834351172,9161.568779550818,9251.308869189257,8630.636774810555
2020-08-01,9909.785822012987,8255.18229585266,9772.809289121818,8279.417900368115
2020-08-02,9777.759749968305,10423.259702157884,9244.670243827895,9323.83038623479
2020-08-03,11263.777738871939,9267.500293504234,9398.04711987394,9304.835089050734
2020-08-04,10663.274968204078,9138.711984177711,9530.958333019365,8487.060880139603
2020-08-05,11149.145479890985,8797.038530944717,9352.203153280678,8487.296872614002
2020-08-06,10497.043410450044,9213.199999699567,9140.164574867513,8331.857361023787
2020-08-07,10046.545397098793,10121.692651862235,9085.54783977452,6941.5011860541335
2020-08-08,11241.902188796708,9667.977836975573,8378.38357292847,7458.544715493664
2020-08-09,10112.318892398192,9594.896089391865,8894.750430133901,8350.763250773532
2020-08-10,10455.53804991947,9332.051249904096,10013.44755955119,8607.470783540488
2020-08-11,10109.376366543016,8724.746485255975,9254.492968636061,8510.470319885657
2020-08-12,8688.681619452565,8186.025166251655,8846.100677164583,7925.235694557074
2020-08-13,11209.190810635635,8967.051863466071,9923.913435220049,8952.795148836292
2020-08-14,10567.578722997077,8906.696625969318,8856.353129061119,8980.301522968388
2020-08-15,10288.607913165122,9469.182572281932,8929.255061643065,8787.390415805854
2020-08-16,10120.414115243739,9017.70243987472,9572.851729015703,8875.460998188759
2020-08-17,10416.784458110702,9819.208918902928,9231.8434977817,7996.599815289837
2020-08-18,9914.084176371643,9483.210515078763,9680.183037223842,8820.923716247009
2020-08-19,10583.098534887147,8885.639853157156,9069.054510063908,8473.573722145366
2020-08-20,9670.068767665654,8279.971380666826,8383.601458406416,8662.791954728584
2020-08-21,10277.842311420343,9591.277937846335,9293.47041007856,8544.88728324073
2020-08-22,10778.90483800433,9670.13907311797,8718.114953599516,8224.307713944465
2020-08-23,10373.560648547233,8345.543925593665,9799.061707136701,7824.572092999378
2020-08-24,10193.753055094161,9848.287460378335,10242.096678347909,8170.689816825627
2020-08-25,9659.565389276004,9458.620621840097,9175.790094458349,8692.27792560344
2020-08-26,9662.442433605085,8998.529538570274,8610.659254868211,8005.611381569237
2020-08-27,10486.982790320779,9915.58831905412,9492.653231198714,8752.381036670264
2020-08-28,10451.150174969356,9724.610942326852,8826.653887408853,8541.649349741998
2020-08-29,9212.41071324133,9524.187212677922,9902.828304642924,8024.739235396534
2020-08-30,10524.04726698351,9420.35694766881,9334.53423127544,9009.297001473687
2020-08-31,10118.185100725088,9419.29683670007,10617.596068830095,8269.608680559933
2020-09-01,9994.804376439337,8841.086819944092,10169.34455240991,8992.04354182131
2020-09-02,9440.093337401755,8953.32183353804,9388.571872074306,8458.879228504542
2020-09-03,9651.855074970956,8757.721102799811,9664.778929727503,8164.829355915817
2020-09-04,10572.687688561204,9017.9624988884,9137.010460737623,7794.3935105901555
2020-09-05,10408.827432038892,9275.030594089283,9493.991270744908,8294.281041851133
2020-09-06,10134.198310162088,8957.635045859575,9291.323146576646,8269.417885231423
2020-09-07,9950.702732710113,9129.552745211959,9728.74183217651,7661.676089604425
2020-09-08,10484.767739492776,8741.654901729064,10131.984304349482,8150.215970252638
2020-09-09,10676.83328060237,9024.777598077251,9858.260992030979,7926.826983711346
2020-09-10,10309.25085648253,7911.000927058157,9526.779983195851,8530.1835793227
2020-09-11,10512.238465887614,8935.261791657045,9837.069279508612,8854.149975285944
2020-09-12,10560.161827685264,9280.508077445611,9597.318445962688,7804.219882528865
2020-09-13,10472.024861447817,8785.06932075415,8692.471473505197,9318.65707253811
2020-09-14,10066.587579413977,9079.659249469667,9925.175118800851,8245.650754442479
2020-09-15,10521.130830357026,8327.404335184758,9949.274074524728,7717.164935324667
2020-09-16,10404.214719992493,9347.690687183465,8987.103129629819,8664.753261516194
2020-09-17,10491.776728003448,9689.686264050724,9025.071210056136,8128.937406988175
2020-09-18,10497.64241827104,9637.552201778448,10001.246783020237,8163.486640679709
2020-09-19,9098.311248878446,9719.362785358753,9764.854066633317,8198.858701205301
2020-09-20,9251.623179193726,9140.44139324167,9412.399569217594,7984.37036204883
2020-09-21,9529.205790505534,8968.675116026541,8897.915465393338,8755.025891933303
2020-09-22,10369.743823765808,9025.541604453847,9740.539645733803,8250.316177648612
2020-09-23,9425.815821672466,9391.525450117431,9771.575565872996,7619.25935958676
2020-09-24,10132.146205870542,8205.63386188876,9683.186891331783,8699.98229474817
2020-09-25,10135.65403431999,8687.633304193067,9929.551380590048,7828.646550936343
2020-09-26,10645.503905881762,10008.661405434834,9760.66520837206,7682.555934675382
2020-09-27,10328.090780492492,7936.2880989860605,9829.723796467197,8828.901342527946
2020-09-28,9296.379114437703,9081.251795034297,9372.241391762293,7750.366683970531
2020-09-29,9747.605400648607,9878.03195741423,9246.264100560056,7128.804232108415
2020-09-30,9519.136945022557,9265.91651180984,9225.156744901251,8556.825316439976
2020-10-01,9676.32255703164,8931.631691424072,8723.110398581115,8272.162835422934
2020-10-02,10050.772893900961,9562.66903752834,9391.309350433714,8110.200372886571
2020-10-03,9487.214716747028,9138.572814466183,10207.902383076267,8201.253188023893
2020-10-04,10727.588064613943,9362.614361416881,10100.039740796117,8601.77453692591
2020-10-05,9410.69904970054,9126.510492824515,10520.59093738958,7999.801887209749
2020-10-06,10763.76471199815,10027.132746889947,9719.10367762,9141.387308550191
2020-10-07,10687.582048543683,10276.579712478135,10151.800025787617,7682.705837502113
2020-10-08,10638.897457860836,9431.826542797957,10032.087472056284,8731.979383092777
2020-10-09,9945.370261283633,8598.382866639899,10625.051505033607,8790.46310971069
2020-10-10,10161.181347006755,9144.162310772655,9631.796349208209,7886.9362370632825
2020-10-11,9728.504293132113,9148.864336658997,9227.33445540107,7876.015231063381
2020-10-12,10365.460449349348,9602.168139568745,10113.08979402233,8875.72384203322
2020-10-13,9947.431816551667,8844.486166785906,10292.00102340043,7897.3986294535935
2020-10-14,9902.760878830168,8945.570737408883,9205.043804347259,8007.470652126961
2020-10-15,9493.141030265511,9574.378708194252,9892.67287095945,8875.937336521458
2020-10-16,8800.43759915097,9607.211341343693,10237.841211448813,8568.5362124188
2020-10-17,9498.890787111948,8913.663628993865,10459.675420198173,7474.335106400877
2020-10-18,10518.138958317233,8660.695342863148,9515.068464423415,9136.358170939975
2020-10-19,9790.511585549866,11100.806157659663,9342.056962774288,8115.76504464458
2020-10-20,10121.342004045635,9737.542322363086,9914.817297817177,8297.259404605064
2020-10-21,10509.278279904358,9460.669657768307,10298.045532584109,8486.969009172562
2020-10-22,10985.55607049786,9864.785191388666,10213.535382623622,8862.231028146503
2020-10-23,10910.000687443353,9555.160376768557,9912.147993799055,9460.25494910964
2020-10-24,9747.417046411265,10083.483949262029,9626.419980003688,7730.522838710289
2020-10-25,9325.801859703037,9567.98490060702,10029.39336183765,8921.787909579007
2020-10-26,11441.22016887362,9833.824322633749,10100.468048479519,8747.486100775892
2020-10-27,11212.739646436394,9390.840665913203,9908.424716932941,8329.659013497196
2020-10-28,10153.904303218265,8881.64346489978,8775.954392711918,8854.260034202569
2020-10-29,9584.24244220163,10703.284132990426,9534.757430303429,8930.222357969275
2020-10-30,10816.300226011854,9116.745420241343,10194.036917266814,7856.810336992757
2020-10-31,10165.43438352512,9114.680491108433,8964.258203089137,9374.134539675022
2020-11-01,10171.742411152294,9534.026985052187,8947.299098487105,7592.390298785555
2020-11-02,10893.818690646985,9239.515189959176,10477.049344080704,7952.728588265426
2020-11-03,10393.210836441503,9657.289010201588,9860.056276843887,8370.229626884196
2020-11-04,9725.344562727058,10006.083498821134,10333.019444203303,9450.89046478145
2020-11-05,10067.901435785967,10243.209862305788,9092.629494796553,8312.880098765425
2020-11-06,10582.434884785538,10238.711428306322,9956.836899762857,8433.959110923595
2020-11-07,10699.480897192203,9330.644891791155,9809.730742557216,9358.448779132317
2020-11-08,10557.341488929706,9796.063421634719,9002.312060013877,8344.114298861283
2020-11-09,10907.787964167046,9652.941203188737,10478.14891703706,8049.578839689627
2020-11-10,10323.063832000762,8849.570922296527,9580.226040200174,8492.06042852121
2020-11-11,10521.185110621162,10231.683513864444,9428.144774795093,9364.930154420977
2020-11-12,8739.7890544823,8860.035490275508,9336.103253569076,8502.052857274586
2020-11-13,10139.03058016958,10677.43697262733,8696.36114744066,9439.331594127452
2020-11-14,10790.411429201618,9342.859582987736,10115.345988708335,8871.55013838964
2020-11-15,10194.686281064489,9541.165007286885,9952.20397456739,8132.627744610616
2020-11-16,10148.207803710187,9221.859818823525,9336.993380479338,8682.344723047347
2020-11-17,10011.252062868018,9542.320382635633,10478.465939786493,8200.577130971278
2020-11-18,10840.012564262768,11128.04215898215,9128.243091617387,8317.40433839919
2020-11-19,10989.461811908339,10573.692779401355,9699.573934615795,10675.099407063644
2020-11-20,10754.402766602574,9009.346846005166,9467.941964832564,9002.787390212587
2020-11-21,9451.343666149707,10559.219533847114,9921.97000460845,9172.08007949819
2020-11-22,10447.128043833345,10077.952504249559,9925.67152618424,8345.589218283467
2020-11-23,10492.497213103892,9438.540835191876,10276.99572261221,9446.035410354163
2020-11-24,10518.260960298021,10020.673561179266,9768.227579538145,9218.076042438472
2020-11-25,10373.517007813964,10104.480201319362,9422.761313607447,9782.616815579127
2020-11-26,10397.246525040067,10739.47114738454,11053.657130950814,9635.02863975534
2020-11-27,10904.991245871635,9337.20430811942,11312.536770121551,7977.60934238514
2020-11-28,9603.591921860954,9864.22403039933,10074.485724937953,8166.734320547011
2020-11-29,11390.404393288456,9631.152849469023,9271.411078993435,8386.510352585461
2020-11-30,10938.494164510917,9006.400797019776,10272.810475186201,8144.951406150805
2020-12-01,10699.088763853913,11031.143968815668,9104.067127758408,8941.531681709372
2020-12-02,11022.875364985046,9235.245241064029,9703.394469054123,8474.593206361596
2020-12-03,9897.588795603317,9976.445784388117,9416.059662559876,9846.502936957817
2020-12-04,10404.726580824896,9116.674156747595,9298.756170516599,9719.205878040879
2020-12-05,10590.186027157208,9751.832572101923,10023.344968619289,8786.99881390159
2020-12-06,11210.718776255078,10014.715529875775,9632.445410187867,9806.195401986712
2020-12-07,10728.082808220714,9469.95074337778,9815.069102375319,9847.404944448095
2020-12-08,11012.59211203298,10176.672037796776,9861.199525965192,8715.834969700727
2020-12-09,10358.972426969653,9681.707862965906,9430.719644609693,7799.105157932772
2020-12-10,10905.749204456783,10407.611854864617,9597.012204762112,8680.136573136273
2020-12-11,11576.975191448882,10755.693081187062,9615.427584042909,8384.35372261566
2020-12-12,11111.582052966838,9820.431869906175,10231.436168433638,8829.363576142958
2020-12-13,10547.459256990967,9990.349359293898,9602.71395577336,8828.52239409959
2020-12-14,11051.927941892627,10170.14604378489,10272.52784306663,8936.212087823362
2020-12-15,11074.063909710821,10257.6889356006,10126.640768891024,9051.885982497222
2020-12-16,11127.941142901585,10096.302473772821,9683.122976922441,8311.188276282634
2020-12-17,11638.927143840468,10189.394950135984,10863.818455917703,9164.869693857821
2020-12-18,11605.421906324877,9867.194230230814,9661.6228538966,8619.25989417795
2020-12-19,10883.733764117882,10123.859518877634,9816.374588812938,9033.856367071367
2020-12-20,11262.316616235408,10405.151552146179,10912.113114760088,9515.07266101258
2020-12-21,10625.274857662305,10021.933733087088,9693.827269158955,8383.633328572316
2020-12-22,10440.126463727145,10027.39337867074,8839.513339975447,8786.769844339917
